index,est,value,num_actions_per_user,se,bias,variance,true_value
24,cdr,5.052417168597456,3,0.012892741572093832,0.0013491180398537079,0.005900677384449176,5.165963377570252
25,cavg,4.596625473720855,3,0.3241456487596253,0.47123258770137977,0.013718482201798566,5.165963377570252
25,cips,5.106926579653833,3,0.003485343508224098,0.0015816056114933902,0.000371232411657134,5.165963377570252
25,cdr,5.249700135742963,3,0.007011844669275135,0.0013491180398537079,0.014512322277865216,5.165963377570252
26,cavg,4.48992685999295,3,0.4570253730980454,0.47123258770137977,0.00010872881099004742,5.165963377570252
26,cips,5.078006896946581,3,0.007736342483702174,0.0015816056114933902,0.0023219942117975127,5.165963377570252
26,cdr,4.937214908309679,3,0.05232586218905532,0.0013491180398537079,0.0368709611108345,5.165963377570252
27,cavg,4.499002940552544,3,0.4448362245468518,0.47123258770137977,0.00038038227540504845,5.165963377570252
27,cips,5.168421616279636,3,6.042937552312264e-06,0.0015816056114933902,0.0017831739330002286,5.165963377570252
27,cdr,5.184822424967316,3,0.00035566366872470683,0.0013491180398537079,0.0030901802383842677,5.165963377570252
28,cavg,4.559829556888024,3,0.367398208574835,0.47123258770137977,0.00645291013991337,5.165963377570252
28,cips,5.06626923612105,3,0.009938921839293511,0.0015816056114933902,0.003590973982092508,5.165963377570252
28,cdr,5.195663061324172,3,0.0008820712150828637,0.0013491180398537079,0.004412948351357596,5.165963377570252
29,cavg,4.601165244900312,3,0.3189969306674507,0.47123258770137977,0.01480254151744332,5.165963377570252
29,cips,5.268979308814849,3,0.010612282090191551,0.0015816056114933902,0.020387652380902368,5.165963377570252
29,cdr,5.261604823332894,3,0.009147286147568306,0.0013491180398537079,0.017522290254641814,5.165963377570252
30,cavg,4.424719622307472,3,0.5494423047160684,0.47123258770137977,0.0030008403871078972,5.165963377570252
30,cips,4.967476100879035,3,0.03939719900829561,0.0015816056114933902,0.025191362644770735,5.165963377570252
30,cdr,5.086203258679403,3,0.006361676565482438,0.0013491180398537079,0.0018515616800439843,5.165963377570252
31,cavg,4.649483788922944,3,0.2667511654892926,0.47123258770137977,0.02889464176424989,5.165963377570252
31,cips,5.1518121545772315,3,0.0002002571121981926,0.0015816056114933902,0.000656291273459972,5.165963377570252
31,cdr,5.239478007962174,3,0.005404400881660913,0.0013491180398537079,0.012153953986970003,5.165963377570252
32,cavg,4.551748383743473,3,0.37726005864162976,0.47123258770137977,0.005219894097167135,5.165963377570252
32,cips,5.209460701318412,3,0.0018920171732522593,0.0015816056114933902,0.0069333481948079196,5.165963377570252
32,cdr,5.120078720271853,3,0.0021054017753915073,0.0013491180398537079,8.380148449094893e-05,5.165963377570252
33,cavg,4.725669103172819,3,0.1938590480671624,0.47123258770137977,0.06059944931774908,5.165963377570252
33,cips,5.237529520986347,3,0.005121712883453048,0.0015816056114933902,0.012395604445925126,5.165963377570252
33,cdr,5.359810232214445,3,0.037576603055447036,0.0013491180398537079,0.05316584371535224,5.165963377570252
34,cavg,4.4254695598721225,3,0.5483310940491506,0.47123258770137977,0.0029192397435721146,5.165963377570252
34,cips,5.2216596543454745,3,0.0031020752466221877,0.0015816056114933902,0.009113696486680513,5.165963377570252
34,cdr,5.084899743967775,3,0.006571312692836572,0.0013491180398537079,0.0019654407244953155,5.165963377570252
35,cavg,4.606719165827106,3,0.31275408836821295,0.47123258770137977,0.01618483086227886,5.165963377570252
35,cips,5.448362561557737,3,0.0797492991167972,0.0015816056114933902,0.10379260003347994,5.165963377570252
35,cdr,5.290953142676923,3,0.015622441381420717,0.0013491180398537079,0.026153393114874364,5.165963377570252
36,cavg,4.480630572372417,3,0.46968105388033415,0.47123258770137977,1.279213483497198e-06,5.165963377570252
36,cips,5.2018183291774145,3,0.0012855775547519616,0.0015816056114933902,0.005719043383440895,5.165963377570252
36,cdr,5.207628617786098,3,0.0017359922422441833,0.0013491180398537079,0.006145867346000687,5.165963377570252
37,cavg,4.479448623617233,3,0.4713025073951742,0.47123258770137977,2.593411965488479e-09,5.165963377570252
37,cips,5.018644618363393,3,0.021702816814248634,0.0015816056114933902,0.011566863489064343,5.165963377570252
37,cdr,5.115756097277766,3,0.0025207709943682976,0.0013491180398537079,0.00018162785971592688,5.165963377570252
38,cavg,4.316942382322076,3,0.7208366503722029,0.47123258770137977,0.026424832493754172,5.165963377570252
38,cips,4.851829030154789,3,0.09868038822613866,0.0015816056114933902,0.07527612136834995,5.165963377570252
38,cdr,4.67861164609798,3,0.2375117101690219,0.0013491180398537079,0.20305963644851474,5.165963377570252
39,cavg,4.385401475949908,3,0.6092768822611679,0.47123258770137977,0.008854447383809349,5.165963377570252
39,cips,5.118886923528303,3,0.0022161925251636986,0.0015816056114933902,5.339295882250407e-05,5.165963377570252
39,cdr,5.205817892348368,3,0.0015883823481990817,0.0013491180398537079,0.005865240321954416,5.165963377570252
40,cavg,4.585827819219527,3,0.33655726606290753,0.47123258770137977,0.011305701011639803,5.165963377570252
40,cips,5.392214675587703,3,0.05118964985458149,0.0015816056114933902,0.07076701468433381,5.165963377570252
40,cdr,5.300158802729309,3,0.018008412133620165,0.0013491180398537079,0.02921561795530811,5.165963377570252
41,cavg,4.47468440524272,3,0.4778666175822086,0.47123258770137977,2.3185611044284367e-05,5.165963377570252
41,cips,5.153301140608306,3,0.00016033224488046626,0.0015816056114933902,0.0007347985845623004,5.165963377570252
41,cdr,5.297593946176625,3,0.01732660659163707,0.0013491180398537079,0.02834539629545657,5.165963377570252
42,cavg,4.482078636955441,3,0.46769833844578756,0.47123258770137977,6.6516938029403094e-06,5.165963377570252
42,cips,5.091074658464453,3,0.0056083202493073265,0.0015816056114933902,0.0012333661902000851,5.165963377570252
42,cdr,5.07214172546569,3,0.00880250240362939,0.0013491180398537079,0.0032594176639380757,5.165963377570252
43,cavg,4.418820173413578,3,0.5582229675175017,0.47123258770137977,0.003681986642237763,5.165963377570252
43,cips,4.915312592099032,3,0.06282581625733949,0.0015816056114933902,0.0444709564309213,5.165963377570252
43,cdr,4.958350381807696,3,0.04310315600950314,0.0013491180398537079,0.02920088128055708,5.165963377570252
44,cavg,4.317195376109969,3,0.7204071203028833,0.47123258770137977,0.0263426445928308,5.165963377570252
44,cips,5.004093358117363,3,0.026201903197678532,0.0015816056114933902,0.014908559934826055,5.165963377570252
44,cdr,5.0714767528348625,3,0.008927722253886317,0.0013491180398537079,0.003335788169595895,5.165963377570252
45,cavg,4.447293143245294,3,0.51648690570469,0.47123258770137977,0.0010372525826127842,5.165963377570252
45,cips,5.12672170037241,3,0.0015399092292996586,0.0015816056114933902,2.784971299792738e-07,5.165963377570252
45,cdr,5.138200872562484,3,0.0007707566843063495,0.0013491180398537079,8.042210432744612e-05,5.165963377570252
46,cavg,4.469725828332894,3,0.4847467249680422,0.47123258770137977,9.55256190095195e-05,5.165963377570252
46,cips,5.112280846196969,3,0.0028818141746435547,0.0015816056114933902,0.00019357507238098023,5.165963377570252
46,cdr,5.113412355156274,3,0.0027616099567544673,0.0013491180398537079,0.00025029392169013823,5.165963377570252
47,cavg,4.46171007312678,3,0.49597271681954935,0.47123258770137977,0.0003164654579065663,5.165963377570252
47,cips,5.267903673432583,3,0.010391823920499579,0.0015816056114933902,0.02008163945189844,5.165963377570252
47,cdr,5.208286193889788,3,0.0017912207812171776,0.0013491180398537079,0.006249401875626676,5.165963377570252
48,cavg,4.162531959561784,3,1.0068746106464845,0.47123258770137977,0.10046845286229668,5.165963377570252
48,cips,4.951009979409382,3,0.04620496338090551,0.0015816056114933902,0.030689431294867568,5.165963377570252
48,cdr,4.985489856594695,3,0.03257069177331482,0.0013491180398537079,0.020662101437752545,5.165963377570252
49,cavg,4.342752837274606,3,0.6776755936538494,0.47123258770137977,0.018699663214311626,5.165963377570252
49,cips,5.109207483558725,3,0.003221231505047677,0.0015816056114933902,0.0002885407929474533,5.165963377570252
49,cdr,5.140977029786604,3,0.0006243175755654252,0.0013491180398537079,0.0001379214054027185,5.165963377570252
50,cavg,4.594896240271955,3,0.3261176753020724,0.47123258770137977,0.013316396317187328,5.165963377570252
50,cips,5.343210773441116,3,0.03141663934300263,0.0015816056114933902,0.04709629206452611,5.165963377570252
50,cdr,5.321310669022799,3,0.024132780961642685,0.0013491180398537079,0.03689381735858084,5.165963377570252
51,cavg,4.513129945069481,3,0.42619149059073924,0.47123258770137977,0.001131003528328813,5.165963377570252
51,cips,5.247259877836517,3,0.006609120955542808,0.0015816056114933902,0.01465695353191303,5.165963377570252
51,cdr,5.191948762464543,3,0.0006752402281044484,0.0013491180398537079,0.003933262427910294,5.165963377570252
52,cavg,4.46622292607871,3,0.4896366994535873,0.47123258770137977,0.00017626872071883383,5.165963377570252
52,cips,5.183426511644639,3,0.0003049610517000294,0.0015816056114933902,0.0032755635827806336,5.165963377570252
52,cdr,5.225251193221456,3,0.003515045084691124,0.0013491180398537079,0.009219486641647045,5.165963377570252
53,cavg,4.577840228571204,3,0.3458888383885566,0.47123258770137977,0.00967088922501144,5.165963377570252
53,cips,5.114403029712796,3,0.0026584694711818675,0.0015816056114933902,0.00013902632236766676,5.165963377570252
53,cdr,5.196117290123817,3,0.00090925844228802,0.0013491180398537079,0.004473503537080157,5.165963377570252
54,cavg,4.521486057447827,3,0.41535101615218234,0.47123258770137977,0.0017628668773303623,5.165963377570252
54,cips,5.172030213122996,3,3.680649362403872e-05,0.0015816056114933902,0.002100960991159767,5.165963377570252
54,cdr,5.2111014518824925,3,0.002037445752617344,0.0013491180398537079,0.006702437626065674,5.165963377570252
55,cavg,4.4887553776567835,3,0.4586106751468005,0.47123258770137977,8.56703609693238e-05,5.165963377570252
55,cips,5.186890911578225,3,0.0004379616796548796,0.0015816056114933902,0.0036841184620784134,5.165963377570252
55,cdr,5.086776495206343,3,0.006270562338515567,0.0013491180398537079,0.0018025578006961502,5.165963377570252
56,cavg,4.49328968524624,3,0.4524898963448195,0.47123258770137977,0.00019016785299015042,5.165963377570252
56,cips,5.010302063577048,3,0.024230444674090895,0.0015816056114933902,0.013430934460987167,5.165963377570252
56,cdr,5.129178315867583,3,0.0013531407644691523,0.0013491180398537079,2.99422140306805e-09,5.165963377570252
57,cavg,4.686850018626253,3,0.2295496107186011,0.47123258770137977,0.04299421718356217,5.165963377570252
57,cips,5.3703244991238535,3,0.041763468002645854,0.0015816056114933902,0.05959971422516591,5.165963377570252
57,cdr,5.3724105644312985,3,0.04262044096283983,0.0013491180398537079,0.05913531065165406,5.165963377570252
58,cavg,4.432288940101693,3,0.5382781801948063,0.47123258770137977,0.0022288416086383846,5.165963377570252
58,cips,5.023559304662666,3,0.02027891998066899,0.0015816056114933902,0.010533874959878977,5.165963377570252
58,cdr,5.083384370827366,3,0.006819292354641645,0.0013491180398537079,0.0021021000382133695,5.165963377570252
59,cavg,4.797306287439118,3,0.13590805010395532,0.47123258770137977,0.10100112288900041,5.165963377570252
59,cips,5.335569614470247,3,0.02876627559537711,0.0015816056114933902,0.04383815961814338,5.165963377570252
59,cdr,5.414620683467979,3,0.061830455776315914,0.0013491180398537079,0.08144610970015208,5.165963377570252
60,cavg,4.434372980931241,3,0.5352245084544257,0.47123258770137977,0.0020364071610435995,5.165963377570252
60,cips,5.132709502084201,3,0.0011058202348417814,0.0015816056114933902,4.2452130980933896e-05,5.165963377570252
60,cdr,5.128078045634509,3,0.001435298375881433,0.0013491180398537079,1.3340012354413675e-06,5.165963377570252
61,cavg,4.605916606095814,3,0.3136523862389413,0.47123258770137977,0.015981272281683067,5.165963377570252
61,cips,5.297740491741568,3,0.017365207819319932,0.0015816056114933902,0.029428208401290352,5.165963377570252
61,cdr,5.3576540934491454,3,0.03674533055416264,0.0013491180398537079,0.0521761797846063,5.165963377570252
62,cavg,4.42929710903886,3,0.5426771911919653,0.47123258770137977,0.00252028499516101,5.165963377570252
62,cips,5.061252161934926,3,0.010964438679827656,0.0015816056114933902,0.004217438707457538,5.165963377570252
62,cdr,5.047249572837507,3,0.014092967434124299,0.0013491180398537079,0.00672128812500861,5.165963377570252
63,cavg,4.097344981181405,3,1.1419452771006708,0.47123258770137977,0.1460421138348563,5.165963377570252
63,cips,4.731494012607728,3,0.18876362909093905,0.0015816056114933902,0.15578805802284323,5.165963377570252
63,cdr,4.699588817432501,3,0.21750523034368105,0.0013491180398537079,0.18459415398716883,5.165963377570252
64,cavg,4.283660880350752,3,0.7784576965997665,0.47123258770137977,0.038352784205052406,5.165963377570252
64,cips,4.823462967031983,3,0.11730653121888308,0.0015816056114933902,0.09164606142921733,5.165963377570252
64,cdr,4.863469407349943,3,0.09150260201964498,0.0013491180398537079,0.07063030596603855,5.165963377570252
65,cavg,4.505228716473619,3,0.43657029237448264,0.47123258770137977,0.0006619900501169624,5.165963377570252
65,cips,5.1828493504802715,3,0.0002851360811179116,0.0015816056114933902,0.0032098318994631327,5.165963377570252
65,cdr,5.247521033949588,3,0.006651651314089826,0.0013491180398537079,0.013992050613458965,5.165963377570252
66,cavg,4.381221445561295,3,0.6158198998531512,0.47123258770137977,0.009658585649002314,5.165963377570252
66,cips,4.857688861284282,3,0.095033177391349,0.0015816056114933902,0.0720949945339176,5.165963377570252
66,cdr,4.999389487801634,3,0.02774686075264784,0.0013491180398537079,0.016859346839107506,5.165963377570252
67,cavg,4.609629158817769,3,0.309507762954936,0.47123258770137977,0.01693371530697622,5.165963377570252
67,cips,5.26725212981397,3,0.01025941133108934,0.0015816056114933902,0.01989740385778728,5.165963377570252
67,cdr,5.224701651298309,3,0.003450184800552159,0.0013491180398537079,0.009114256631701428,5.165963377570252
68,cavg,4.286601271012613,3,0.7732777144494879,0.47123258770137977,0.03720974571623932,5.165963377570252
68,cips,4.921927737872528,3,0.05955339344267754,0.0015816056114933902,0.04172469444528728,5.165963377570252
68,cdr,4.881427478823809,3,0.08096067767544633,0.0013491180398537079,0.06140759384365733,5.165963377570252
69,cavg,4.163374246635256,3,1.00518496546899,0.47123258770137977,0.0999352069029369,5.165963377570252
69,cips,4.8882259672498485,3,0.07713806909148421,0.0015816056114933902,0.05662877133214586,5.165963377570252
69,cdr,4.864039257295477,3,0.0911581744036966,0.0013491180398537079,0.07032773991712114,5.165963377570252
70,cavg,4.3868559629813735,3,0.6070083634673666,0.47123258770137977,0.00858283406196382,5.165963377570252
70,cips,5.073045193894911,3,0.008633788857524364,0.0015816056114933902,0.0028247926246455003,5.165963377570252
70,cdr,5.016167543690126,3,0.022438791847842292,0.0013491180398537079,0.012783805403559848,5.165963377570252
71,cavg,4.800788725831478,3,0.1333525262725347,0.47123258770137977,0.10322673503955276,5.165963377570252
71,cips,5.4966944744015,3,0.10938305841120036,0.0015816056114933902,0.13727062220599995,5.165963377570252
71,cdr,5.507497488372912,3,0.11664554884176345,0.0013491180398537079,0.14308399642316208,5.165963377570252
72,cavg,4.592974768461441,3,0.3283159461684498,0.47123258770137977,0.012876625393149562,5.165963377570252
72,cips,5.2408855356204125,3,0.005613329766893222,0.0015816056114933902,0.013154154742860856,5.165963377570252
72,cdr,5.2663617216623635,3,0.010079827496438012,0.0013491180398537079,0.018804276610638947,5.165963377570252
73,cavg,4.548925594493223,3,0.3807356257446145,0.47123258770137977,0.0048199757691665245,5.165963377570252
73,cips,5.24407818577531,3,0.006101923260912963,0.0015816056114933902,0.013896687833953043,5.165963377570252
73,cdr,5.240642649198917,3,0.005576993610987938,0.0013491180398537079,0.012412102058683313,5.165963377570252
74,cavg,4.461986902450339,3,0.49558287752225766,0.47123258770137977,0.00030669279514171106,5.165963377570252
74,cips,5.118318986111493,3,0.0022699880374754447,0.0015816056114933902,6.20154043120333e-05,5.165963377570252
74,cdr,5.2150412827784365,3,0.002408640779623538,0.0013491180398537079,0.007363055327293164,5.165963377570252
75,cavg,4.36534940512723,3,0.6409827328709965,0.47123258770137977,0.013030255385076822,5.165963377570252
75,cips,5.171693747347637,3,3.28371377855719e-05,0.0015816056114933902,0.0020702295476267957,5.165963377570252
75,cdr,5.1554286149613855,3,0.00011098122322517263,0.0013491180398537079,0.0006862083913453739,5.165963377570252
76,cavg,4.703993784135775,3,0.21341590525801635,0.47123258770137977,0.05039766153268826,5.165963377570252
76,cips,5.332250301913801,3,0.027651341207637105,0.0015816056114933902,0.04245921105652077,5.165963377570252
76,cdr,5.358410718024328,3,0.03703597884784707,0.0013491180398537079,0.05252241023745303,5.165963377570252
77,cavg,4.577110057162014,3,0.34674823295580703,0.47123258770137977,0.009527811270380696,5.165963377570252
77,cips,5.402128654272526,3,0.05577403791986172,0.0015816056114933902,0.07613994882590337,5.165963377570252
77,cdr,5.325333752946535,3,0.025398916547577338,0.0013491180398537079,0.038455491443140644,5.165963377570252
78,cavg,4.681276412916535,3,0.23492145370523337,0.47123258770137977,0.04071390274322589,5.165963377570252
78,cips,5.360301174132965,3,0.037767179172850295,0.0015816056114933902,0.05480618204391573,5.165963377570252
78,cdr,5.302708318006012,3,0.018699178734779463,0.0013491180398537079,0.030093673693701924,5.165963377570252
79,cavg,4.534775540901756,3,0.398398085158256,0.47123258770137977,0.003055435261884802,5.165963377570252
79,cips,5.113196840166949,3,0.0027843074695342042,0.0015816056114933902,0.0001689254384733498,5.165963377570252
79,cdr,5.186942437479712,3,0.00044012095468471774,0.0013491180398537079,0.0033303750945410035,5.165963377570252
80,cavg,4.2726058561147315,3,0.7980876611411508,0.47123258770137977,0.04280500022621368,5.165963377570252
80,cips,5.116102489950508,3,0.0024861081142287128,0.0015816056114933902,0.00010183801196435463,5.165963377570252
80,cdr,4.992622655695165,3,0.030047005860176373,0.0013491180398537079,0.018662395828557214,5.165963377570252
81,cavg,4.337475171236275,3,0.6863927080344899,0.47123258770137977,0.020170923927575433,5.165963377570252
81,cips,5.023434028262726,3,0.020314615414026675,0.0015816056114933902,0.010559606057346417,5.165963377570252
81,cdr,5.007322882276798,3,0.025166806746952517,0.0013491180398537079,0.01486208542154541,5.165963377570252
82,cavg,4.668512459101989,3,0.24745741628491838,0.47123258770137977,0.035725880120806526,5.165963377570252
82,cips,5.06745092428723,3,0.009704703451839623,0.0015816056114933902,0.003450745666280107,5.165963377570252
82,cdr,5.223329194735559,3,0.003290836979043416,0.0013491180398537079,0.008854087211719342,5.165963377570252
83,cavg,4.484672863845482,3,0.46415676409136103,0.47123258770137977,2.6763184727405882e-05,5.165963377570252
83,cips,5.119533679796568,3,0.002155716835355637,0.0015816056114933902,4.435949356111301e-05,5.165963377570252
83,cdr,5.058262590782824,3,0.011599459474631122,0.0013491180398537079,0.0050368040016049625,5.165963377570252
84,cavg,4.564129123045592,3,0.3622044699192535,0.47123258770137977,0.007162164774296334,5.165963377570252
84,cips,5.236842893577871,3,0.005023905789474254,0.0015816056114933902,0.012243183824316347,5.165963377570252
84,cdr,5.2753989561008385,3,0.011976145848324165,0.0013491180398537079,0.021364476389883053,5.165963377570252
85,cavg,4.403990380774241,3,0.580602847846294,0.47123258770137977,0.0057016345118797085,5.165963377570252
85,cips,5.0385304921521525,3,0.016239140285982476,0.0015816056114933902,0.007684885716487128,5.165963377570252
85,cdr,4.967396675336563,3,0.039428735235962686,0.0013491180398537079,0.02619100742135522,5.165963377570252
86,cavg,4.344362172154628,3,0.6750285407404069,0.47123258770137977,0.018262110666703323,5.165963377570252
86,cips,4.935012391993419,3,0.05333835773891074,0.0015816056114933902,0.03655039657187578,5.165963377570252
86,cdr,4.9559914589329255,3,0.044088206616240085,0.0013491180398537079,0.030012643798355814,5.165963377570252
87,cavg,4.5608117297760185,3,0.36620851682807615,0.47123258770137977,0.006611670714840506,5.165963377570252
87,cips,5.187058638841555,3,0.0004450100481045414,0.0015816056114933902,0.0037045076576157853,5.165963377570252
87,cdr,5.1382355173030625,3,0.0007688342349967884,0.0013491180398537079,8.104468137327402e-05,5.165963377570252
88,cavg,4.656430769897018,3,0.2596234782822854,0.47123258770137977,0.03130465686781092,5.165963377570252
88,cips,5.32007134637331,3,0.023749266048604296,0.0015816056114933902,0.037588436255289015,5.165963377570252
88,cdr,5.2959610188230055,3,0.016899386731279595,0.0013491180398537079,0.02779822047405005,5.165963377570252
89,cavg,4.642093016942428,3,0.2744401547443265,0.47123258770137977,0.026436635762133072,5.165963377570252
