index,est,value,num_def_actions,se,bias,variance,true_value
33,cips,29.310410629914266,0.0,1.22701363589988e-07,0.0011039992122980685,0.001080844266980669,29.31076091745842
33,cdr,29.415684358306194,0.0,0.01100892843933627,0.0010897176484362646,0.019025874569847206,29.31076091745842
34,cavg,28.842267453511305,0.0,0.21948612576116758,0.07711627580812036,0.03640284268992326,29.31076091745842
34,cips,29.058977801342,0.0,0.06339473756129514,0.0011039992122980685,0.04776700161772697,29.31076091745842
34,cdr,29.120004029519112,0.0,0.0363881902962898,0.0010897176484362646,0.024883805648726682,29.31076091745842
35,cavg,29.42126174378406,0.0,0.012210432618649441,0.07711627580812036,0.15069846380515994,29.31076091745842
35,cips,29.46906024212895,0.0,0.02505867619114586,0.0011039992122980685,0.03668213523297081,29.31076091745842
35,cdr,29.600448456451392,0.0,0.08391887024780458,0.0010897176484362646,0.1041342642446334,29.31076091745842
36,cavg,29.424811862923598,0.0,0.013007618161500784,0.07711627580812036,0.15346737255262952,29.31076091745842
36,cips,29.783758796663815,0.0,0.22372699373280064,0.0011039992122980685,0.25626310549585335,29.31076091745842
36,cdr,29.60686872020115,0.0,0.08767983084512655,0.0010897176484362646,0.1083191018474214,29.31076091745842
37,cavg,28.89075388909714,0.0,0.1764059038728727,0.07711627580812036,0.020251810047460572,29.31076091745842
37,cips,29.136132260793577,0.0,0.03049516772856783,0.0011039992122980685,0.01999457454798344,29.31076091745842
37,cdr,28.97679381037388,0.0,0.11153402861441648,0.0010897176484362646,0.0905746556346817,29.31076091745842
38,cavg,28.663077115615895,0.0,0.41949430716918784,0.07711627580812036,0.1368893648564114,29.31076091745842
38,cips,28.981595450351694,0.0,0.10834990473558934,0.0011039992122980685,0.08757988196008998,29.31076091745842
38,cdr,28.927033625351104,0.0,0.1472466347080138,0.0010897176484362646,0.1230020075641196,29.31076091745842
39,cavg,29.207073222826054,0.0,0.010751138018174906,0.07711627580812036,0.03027964690793857,29.31076091745842
39,cips,29.387471596238147,0.0,0.005884528238846311,0.0011039992122980685,0.012086179671699275,29.31076091745842
39,cdr,29.541955812355422,0.0,0.053451079426435476,0.0010897176484362646,0.06980468708744131,29.31076091745842
40,cavg,29.144922817121678,0.0,0.027502275523299438,0.07711627580812036,0.012512676065925965,29.31076091745842
40,cips,29.38515417082121,0.0,0.0055343561459001355,0.0011039992122980685,0.011582007783541523,29.31076091745842
40,cdr,29.5258073743638,0.0,0.046244978627557574,0.0010897176484362646,0.06153243826012742,29.31076091745842
41,cavg,28.918629440337465,0.0,0.15376709534906222,0.07711627580812036,0.013094980877518462,29.31076091745842
41,cips,29.150113202627374,0.0,0.02580768828043733,0.0011039992122980685,0.01623617016890759,29.31076091745842
41,cdr,29.24603362820788,0.0,0.004189621973723236,0.0010897176484362646,0.001005931144121116,29.31076091745842
42,cavg,29.143886805129835,0.0,0.027846969365453375,0.07711627580812036,0.012281972631455912,29.31076091745842
42,cips,29.361331461194276,0.0,0.0025573798937400245,0.0011039992122980685,0.007021941790015826,29.31076091745842
42,cdr,29.322002956377656,0.0,0.00012638343906159764,0.0010897176484362646,0.0019583200956497476,29.31076091745842
43,cavg,29.435056588588147,0.0,0.015449413861589016,0.07711627580812036,0.16159905147178583,29.31076091745842
43,cips,29.592119589300435,0.0,0.07916270222070214,0.0011039992122980685,0.09896382002331157,29.31076091745842
43,cdr,29.552285252058596,0.0,0.058334004204057384,0.0010897176484362646,0.07536957948199939,29.31076091745842
44,cavg,28.644923466080726,0.0,0.4433395116571432,0.07711627580812036,0.15065209869193805,29.31076091745842
44,cips,29.001343860830172,0.0,0.09573891493248879,0.0011039992122980685,0.07628123263069474,29.31076091745842
44,cdr,28.953374601426468,0.0,0.1277249788868907,0.0010897176484362646,0.10521942890478764,29.31076091745842
45,cavg,29.429120237488508,0.0,0.014008928637984707,0.07711627580812036,0.15686153852774076,29.31076091745842
45,cips,29.858014616722947,0.0,0.2994866113587091,0.0011039992122980685,0.3369572426962855,29.31076091745842
45,cdr,29.851947584195667,0.0,0.29288300825417146,0.0010897176484362646,0.3297028131133423,29.31076091745842
46,cavg,29.538947746813964,0.0,0.052069229091335864,0.07711627580812036,0.2559196365566173,29.31076091745842
46,cips,29.910012756310742,0.0,0.3591027663678888,0.0011039992122980685,0.4000288283697615,29.31076091745842
46,cdr,29.891594318456963,0.0,0.33736743971553423,0.0010897176484362646,0.37680479108840126,29.31076091745842
47,cavg,29.635304757913573,0.0,0.10532870437737969,0.07711627580812036,0.3626954438994998,29.31076091745842
47,cips,29.84994141559941,0.0,0.2907156095755659,0.0011039992122980685,0.32764975274371083,29.31076091745842
47,cdr,29.996276267112936,0.0,0.4699312946119529,0.0010897176484362646,0.5162799307313887,29.31076091745842
48,cavg,27.879117927494768,0.0,2.049601650712067,0.07711627580812036,1.3315886384340532,29.31076091745842
48,cips,27.860101424999375,0.0,2.1044129630615367,0.0011039992122980685,2.0091163346084553,29.31076091745842
48,cdr,28.021927194561986,0.0,1.6610923652750835,0.0010897176484362646,1.5770910336616146,29.31076091745842
49,cavg,28.604996882211772,0.0,0.4981028734476326,0.07711627580812036,0.18324038161849987,29.31076091745842
49,cips,29.070064434476038,0.0,0.05793479692008848,0.0011039992122980685,0.04304380064449394,29.31076091745842
49,cdr,28.91531098790773,0.0,0.15638064678164562,0.0010897176484362646,0.13136207067718894,29.31076091745842
50,cavg,29.404774940932448,0.0,0.008838636609775023,0.07711627580812036,0.13816995770437046,29.31076091745842
50,cips,29.859957038363923,0.0,0.3016163792176516,0.0011039992122980685,0.3392160902368172,29.31076091745842
50,cdr,29.73986815195463,0.0,0.18413301869698623,0.0010897176484362646,0.21355314404696824,29.31076091745842
51,cavg,29.42646504252887,0.0,0.013387444558318548,0.07711627580812036,0.1547653688645972,29.31076091745842
51,cips,29.721556759127264,0.0,0.16875322353241337,0.0011039992122980685,0.19715582533550677,29.31076091745842
51,cdr,29.775864224216544,0.0,0.21632108595734145,0.0010897176484362646,0.2481177347514727,29.31076091745842
52,cavg,28.526683090163328,0.0,0.6147780392557933,0.07711627580812036,0.25642035333474117,29.31076091745842
52,cips,28.624141887421473,0.0,0.47144569240887857,0.0011039992122980685,0.42692181974177734,29.31076091745842
52,cdr,28.772902719575587,0.0,0.2892914410297694,0.0010897176484362646,0.25487082278389467,29.31076091745842
53,cavg,29.02207807791124,0.0,0.08333778184902384,0.07711627580812036,0.00012066287856054341,29.31076091745842
53,cips,29.219612183136473,0.0,0.008308091768493007,0.0011039992122980685,0.003354987128910592,29.31076091745842
53,cdr,29.396890018988636,0.0,0.007418222130402088,0.0010897176484362646,0.014194333214231166,29.31076091745842
54,cavg,29.49801669294799,0.0,0.03506472545419952,0.07711627580812036,0.21618217508765838,29.31076091745842
54,cips,29.878355170217876,0.0,0.32216323576556494,0.0011039992122980685,0.3609855572372945,29.31076091745842
54,cdr,29.80453932290341,0.0,0.24381711368379547,0.0010897176484362646,0.2775069424837001,29.31076091745842
55,cavg,29.328963323589864,0.0,0.00033132758897401693,0.07711627580812036,0.08755715328502903,29.31076091745842
55,cips,29.449346356180406,0.0,0.019205923825765282,0.0011039992122980685,0.02951933665134006,29.31076091745842
55,cdr,29.42984520645272,0.0,0.014181067885277435,0.0010897176484362646,0.02313293789760479,29.31076091745842
56,cavg,29.18068029476159,0.0,0.01692096840119518,0.07711627580812036,0.02179094143423765,29.31076091745842
56,cips,29.308983164768367,0.0,3.1604046269910035e-06,0.0011039992122980685,0.0009890226757298306,29.31076091745842
56,cdr,29.307426937726483,0.0,1.1115420852972249e-05,0.0010897176484362646,0.0008807179151241468,29.31076091745842
57,cavg,29.472337605413117,0.0,0.026107026090409217,0.07711627580812036,0.19296240429024714,29.31076091745842
57,cips,29.6535474352037,0.0,0.1175025967479338,0.0011039992122980685,0.1413857771792921,29.31076091745842
57,cdr,29.660661639972727,0.0,0.1224305156160334,0.0010897176484362646,0.1466212889610341,29.31076091745842
58,cavg,29.039356036421275,0.0,0.07366060945078731,0.07711627580812036,3.960553552734411e-05,29.31076091745842
58,cips,29.24574512563856,0.0,0.004227053185963396,0.0011039992122980685,0.0010105601172149495,29.31076091745842
58,cdr,29.207686511189365,0.0,0.01062433322771824,0.0010897176484362646,0.004908898880464066,29.31076091745842
59,cavg,29.651583730403406,0.0,0.11616018982373243,0.07711627580812036,0.38256821121385715,29.31076091745842
59,cips,29.7711435673401,0.0,0.21195218431207763,0.0011039992122980685,0.2436499766547078,29.31076091745842
59,cdr,29.909596992084115,0.0,0.3586046442731103,0.0010897176484362646,0.39923056354363545,29.31076091745842
60,cavg,28.226636134873093,0.0,1.1753265442156833,0.07711627580812036,0.6503238751355311,29.31076091745842
60,cips,28.222976451090624,0.0,1.1832750452710727,0.0011039992122980685,1.1120925390231888,29.31076091745842
60,cdr,28.249570824909302,0.0,1.1261244125244065,0.0010897176484362646,1.0571525102468728,29.31076091745842
61,cavg,29.849300943147906,0.0,0.29002535926963163,0.07711627580812036,0.6662447985300038,29.31076091745842
61,cips,29.938262581227715,0.0,0.39375833803323246,0.0011039992122980685,0.43656168472361395,29.31076091745842
61,cdr,29.974613934346372,0.0,0.44070082803123545,0.0010897176484362646,0.4856192791765964,29.31076091745842
62,cavg,28.653352504434448,0.0,0.4321858215146981,0.07711627580812036,0.14417986566724514,29.31076091745842
62,cips,28.779879412098605,0.0,0.28183517273310355,0.0011039992122980685,0.24766052068460445,29.31076091745842
62,cdr,28.917797996092546,0.0,0.15441985756840282,0.0010897176484362646,0.12956547808001023,29.31076091745842
63,cavg,28.049893896168033,0.0,1.5897856453776942,0.07711627580812036,0.966620982405565,29.31076091745842
63,cips,28.15687835566328,0.0,1.3314449664149142,0.0011039992122980685,1.2558700455998593,29.31076091745842
63,cdr,28.31335835062962,0.0,0.9948118803166789,0.0010897176484362646,0.9300513416905903,29.31076091745842
64,cavg,28.682858127263366,0.0,0.39426191393473514,0.07711627580812036,0.12264327324822946,29.31076091745842
64,cips,28.856728544815333,0.0,0.20614539540791166,0.0011039992122980685,0.17707759625490122,29.31076091745842
64,cdr,28.907571506812978,0.0,0.16256170085661914,0.0010897176484362646,0.13703215071773453,29.31076091745842
65,cavg,28.883615456495097,0.0,0.1824532448215704,0.07711627580812036,0.022334491599433674,29.31076091745842
65,cips,29.23511006038603,0.0,0.005723052175787105,0.0011039992122980685,0.001799827464681836,29.31076091745842
65,cdr,29.175210259729074,0.0,0.01837398081085853,0.0010897176484362646,0.010514407725025,29.31076091745842
66,cavg,29.066896794991408,0.0,0.059469710226606236,0.07711627580812036,0.001144743038895191,29.31076091745842
66,cips,29.4574316539936,0.0,0.02151230495577161,0.0011039992122980685,0.03236300981169875,29.31076091745842
66,cdr,29.49086976721818,0.0,0.032439197761783174,0.0010897176484362646,0.04542001566244662,29.31076091745842
67,cavg,29.055220324772932,0.0,0.06530099451005054,0.07711627580812036,0.0004909584069313984,29.31076091745842
67,cips,29.552870468966578,0.0,0.05861703493148117,0.0011039992122980685,0.07580993222806127,29.31076091745842
67,cdr,29.471939645226573,0.0,0.02597858228496034,0.0010897176484362646,0.0377096005300859,29.31076091745842
68,cavg,28.753505095298408,0.0,0.3105340513312316,0.07711627580812036,0.0781524786798044,29.31076091745842
68,cips,28.820625409769928,0.0,0.24023281589705636,0.0011039992122980685,0.2087658562951901,29.31076091745842
68,cdr,28.80395349450531,0.0,0.25685376396037174,0.0010897176484362646,0.22448317200743703,29.31076091745842
69,cavg,28.389536029908317,0.0,0.8486552934417003,0.07711627580812036,0.41412663113327297,29.31076091745842
69,cips,28.63726654739418,0.0,0.453594666508228,0.0011039992122980685,0.40994296643975564,29.31076091745842
69,cdr,28.549745285947946,0.0,0.5791447914032865,0.0010897176484362646,0.5299909303498787,29.31076091745842
70,cavg,29.0779075271156,0.0,0.05422070139414644,0.07711627580812036,0.0020110546156371233,29.31076091745842
70,cips,29.448163339312973,0.0,0.01887942553149651,0.0011039992122980685,0.029114223375987094,29.31076091745842
70,cdr,29.34661595273588,0.0,0.0012855835547479514,0.0010897176484362646,0.004742513139744414,29.31076091745842
71,cavg,29.223068664136076,0.0,0.0076899312927503245,0.07711627580812036,0.036102249868743046,29.31076091745842
71,cips,29.626016416890437,0.0,0.09938602992213,0.0011039992122980685,0.12143969249663643,29.31076091745842
71,cdr,29.576574748741642,0.0,0.07065699290146492,0.0010897176484362646,0.08929620309528974,29.31076091745842
72,cavg,29.445373780078718,0.0,0.018120622782831112,0.07711627580812036,0.17000039086721458,29.31076091745842
72,cips,29.619373111565277,0.0,0.09524148635144833,0.0011039992122980685,0.11685368157510695,29.31076091745842
72,cdr,29.72416013391003,0.0,0.17089891216280403,0.0010897176484362646,0.19928196677705423,29.31076091745842
73,cavg,29.258750407254137,0.0,0.0027050931717098655,0.07711627580812036,0.050934921561274854,29.31076091745842
73,cips,29.63668756155955,0.0,0.10622817733502504,0.0011039992122980685,0.12899096913617508,29.31076091745842
73,cdr,29.606008722773637,0.0,0.08717126654345228,0.0010897176484362646,0.1077537590163143,29.31076091745842
74,cavg,29.869884169992098,0.0,0.3126188115238381,0.07711627580812036,0.7002700998009495,29.31076091745842
74,cips,30.165930639537436,0.0,0.7313152535607003,0.0011039992122980685,0.7892478182615825,29.31076091745842
74,cdr,30.098128154167586,0.0,0.6199471654430274,0.0010897176484362646,0.6730202407083512,29.31076091745842
75,cavg,29.22780595777312,0.0,0.006881525336389616,0.07711627580812036,0.037924919497207304,29.31076091745842
75,cips,29.789065589950862,0.0,0.228775359728102,0.0011039992122980685,0.2616641236513764,29.31076091745842
75,cdr,29.597923759416794,0.0,0.08246249780160986,0.0010897176484362646,0.10251120689880741,29.31076091745842
76,cavg,29.74124951166325,0.0,0.18532042974044907,0.07711627580812036,0.5015284985716162,29.31076091745842
76,cips,30.052996485824362,0.0,0.5509136389475128,0.0011039992122980685,0.6013413940363584,29.31076091745842
76,cdr,30.1770185868997,0.0,0.7504023498658353,0.0010897176484362646,0.8086839090330352,29.31076091745842
77,cavg,28.577126079318674,0.0,0.5382200757323319,0.07711627580812036,0.20787824176403885,29.31076091745842
77,cips,28.87859192216485,0.0,0.18677004049305307,0.0011039992122980685,0.15915512763785045,29.31076091745842
77,cdr,29.055872043111588,0.0,0.06496833826579536,0.0010897176484362646,0.04922984807170552,29.31076091745842
78,cavg,29.976946689431955,0.0,0.44380348277997406,0.07711627580812036,0.8909169033482391,29.31076091745842
78,cips,30.36236460321064,0.0,1.105870311887653,0.0011039992122980685,1.1768564963327495,29.31076091745842
78,cdr,30.197211526895583,0.0,0.785794682971516,0.0010897176484362646,0.8454094152404182,29.31076091745842
79,cavg,28.646333527288327,0.0,0.44146375680824157,0.07711627580812036,0.14955948668801758,29.31076091745842
79,cips,28.821754408945235,0.0,0.23912736536825585,0.0011039992122980685,0.20773543111155093,29.31076091745842
79,cdr,28.877875085150645,0.0,0.1873901438127954,0.0010897176484362646,0.1598999841447831,29.31076091745842
80,cavg,28.26315701655206,0.0,1.097473933194222,0.07711627580812036,0.5927548284197303,29.31076091745842
80,cips,28.405931275944184,0.0,0.8187166801627821,0.0011039992122980685,0.7596920648892964,29.31076091745842
80,cdr,28.588821645996628,0.0,0.5211963116787837,0.0010897176484362646,0.4746223400391987,29.31076091745842
81,cavg,28.078114777852637,0.0,1.5194165054850413,0.07711627580812036,0.9119256171343432,29.31076091745842
81,cips,28.255009175168485,0.0,1.1146117413482337,0.0011039992122980685,1.0455579046627042,29.31076091745842
81,cdr,28.244573586277607,0.0,1.1367554251704661,0.0010897176484362646,1.0674535964865783,29.31076091745842
82,cavg,29.115083204123614,0.0,0.0382897674959386,0.07711627580812036,0.006727355957448023,29.31076091745842
82,cips,29.469014916759562,0.0,0.025044328294805723,0.0011039992122980685,0.03666477533134554,29.31076091745842
82,cdr,29.35630125705333,0.0,0.0020739225304198384,0.0010897176484362646,0.006170292791239578,29.31076091745842
83,cavg,28.993676291249376,0.0,0.10054266017812978,0.07711627580812036,0.0015512926225531068,29.31076091745842
83,cips,29.384394640838263,0.0,0.005421925218779136,0.0011039992122980685,0.011419103835379155,29.31076091745842
83,cdr,29.24613509501713,0.0,0.004176496926213099,0.0010897176484362646,0.0009995051122489885,29.31076091745842
84,cavg,28.669996795922977,0.0,0.41057865944708904,0.07711627580812036,0.13181688230532576,29.31076091745842
84,cips,28.802805988566202,0.0,0.2580182097858983,0.0011039992122980685,0.22536709677132385,29.31076091745842
84,cdr,28.895522093552493,0.0,0.17242328087877748,0.0010897176484362646,0.14609820747020316,29.31076091745842
85,cavg,28.5440176845902,0.0,0.5878951851492077,0.07711627580812036,0.2391650696647293,29.31076091745842
85,cips,28.80165478526007,0.0,0.25918905384196483,0.0011039992122980685,0.22646143995185167,29.31076091745842
85,cdr,28.730151989747124,0.0,0.337106726938061,0.0010897176484362646,0.29986363097982394,29.31076091745842
86,cavg,28.462690090742218,0.0,0.7192241271271039,0.07711627580812036,0.32532496303802355,29.31076091745842
86,cips,28.87254204484853,0.0,0.19203578031148388,0.0011039992122980685,0.16401883515743812,29.31076091745842
86,cdr,28.795533752712434,0.0,0.2654590312921884,0.0010897176484362646,0.23253255330760936,29.31076091745842
